,标普500,,,日经225,,,上证综指
,SPX.GI,,,N225.GI,,,000001.SH
日期,收盘价,,日期,收盘价,,日期,收盘价
Date,close,,Date,close,,Date,close
2015-06-25,12855.2052,,2015-06-25,1028.8490,,2015-06-25,4527.7789
2015-06-26,12847.8794,,2015-06-26,1029.8618,,2015-06-26,4192.8734
2015-06-29,12586.1724,,2015-06-29,1003.6072,,2015-06-29,4053.0304
2015-06-30,12613.0293,,2015-06-30,1012.8388,,2015-06-30,4277.2219
2015-07-01,12703.2156,,2015-07-01,1018.1330,,2015-07-01,4053.6997
2015-07-02,12703.8709,,2015-07-02,1021.2406,,2015-07-02,3912.7668
2015-07-03,12701.5865,,2015-07-03,1025.1409,,2015-07-03,3686.9153
2015-07-06,12655.0187,,2015-07-06,1007.3759,,2015-07-06,3775.9122
2015-07-07,12730.7242,,2015-07-07,1019.2167,,2015-07-07,3727.1248
2015-07-08,12520.5649,,2015-07-08,989.8821,,2015-07-08,3507.1923
2015-07-09,12543.9658,,2015-07-09,1009.4139,,2015-07-09,3709.3304
2015-07-10,12699.1543,,2015-07-10,998.0111,,2015-07-10,3877.8034
2015-07-13,12835.4847,,2015-07-13,1005.7140,,2015-07-13,3970.3878
2015-07-14,12899.3927,,2015-07-14,1012.2336,,2015-07-14,3924.4871
2015-07-15,12887.1725,,2015-07-15,1018.2144,,2015-07-15,3805.7033
2015-07-16,12994.9192,,2015-07-16,1021.0655,,2015-07-16,3823.1755
2015-07-17,13013.3355,,2015-07-17,1021.1673,,2015-07-17,3957.3516
2015-07-20,13024.4351,,2015-07-20,1021.6423,,2015-07-20,3992.1096
2015-07-21,12969.3533,,2015-07-21,1029.1973,,2015-07-21,4017.6748
2015-07-22,12931.8327,,2015-07-22,1020.6223,,2015-07-22,4026.0450
2015-07-23,12859.2720,,2015-07-23,1023.4005,,2015-07-23,4123.9234
2015-07-24,12721.0111,,2015-07-24,1017.0159,,2015-07-24,4070.9080
2015-07-27,12648.9945,,2015-07-27,1009.5481,,2015-07-27,3725.5582
2015-07-28,12801.0611,,2015-07-28,1012.2974,,2015-07-28,3663.0024
2015-07-29,12893.9056,,2015-07-29,1008.3034,,2015-07-29,3789.1680
2015-07-30,12897.4354,,2015-07-30,1015.8596,,2015-07-30,3705.7656
2015-07-31,12869.6100,,2015-07-31,1018.7018,,2015-07-31,3663.7256
2015-08-03,12833.5009,,2015-08-03,1016.7410,,2015-08-03,3622.9051
2015-08-04,12806.3038,,2015-08-04,1015.8194,,2015-08-04,3756.5449
2015-08-05,12848.0810,,2015-08-05,1018.1284,,2015-08-05,3694.5733
2015-08-06,12747.4284,,2015-08-06,1016.2358,,2015-08-06,3661.5392
2015-08-07,12709.3267,,2015-08-07,1020.0421,,2015-08-07,3744.2045
2015-08-10,12869.5857,,2015-08-10,1028.5319,,2015-08-10,3928.4154
2015-08-11,12983.3393,,2015-08-11,1021.9267,,2015-08-11,3927.9083
2015-08-12,13205.9481,,2015-08-12,1030.3243,,2015-08-12,3886.3198
2015-08-13,13335.7794,,2015-08-13,1055.7279,,2015-08-13,3954.5561
2015-08-14,13380.6272,,2015-08-14,1055.5410,,2015-08-14,3965.3349
2015-08-17,13449.0984,,2015-08-17,1060.9330,,2015-08-17,3993.6677
2015-08-18,13413.1585,,2015-08-18,1056.8697,,2015-08-18,3748.1639
2015-08-19,13301.8094,,2015-08-19,1040.0701,,2015-08-19,3794.1094
2015-08-20,13011.3683,,2015-08-20,1032.7480,,2015-08-20,3664.2907
2015-08-21,12586.8919,,2015-08-21,1004.2299,,2015-08-21,3507.7440
2015-08-24,12090.4177,,2015-08-24,969.7517,,2015-08-24,3209.9050
2015-08-25,11950.2761,,2015-08-25,956.4513,,2015-08-25,2964.9674
2015-08-26,12427.6082,,2015-08-26,990.8603,,2015-08-26,2927.2880
2015-08-27,12737.9191,,2015-08-27,994.7913,,2015-08-27,3083.5912
2015-08-28,12725.9836,,2015-08-28,1014.1101,,2015-08-28,3232.3495
2015-08-31,12600.8497,,2015-08-31,995.8683,,2015-08-31,3205.9855
2015-09-01,12201.1765,,2015-09-01,956.7324,,2015-09-01,3166.6239
2015-09-02,12398.4524,,2015-09-02,959.4362,,2015-09-02,3160.1670
2015-09-07,12215.8852,,2015-09-07,954.9279,,2015-09-07,3080.4201
2015-09-08,12533.1283,,2015-09-08,929.2119,,2015-09-08,3170.4522
2015-09-09,12357.5889,,2015-09-09,994.1613,,2015-09-09,3243.0889
2015-09-10,12450.1438,,2015-09-10,969.8982,,2015-09-10,3197.8932
2015-09-11,12495.6145,,2015-09-11,963.4924,,2015-09-11,3200.2337
2015-09-14,12442.5588,,2015-09-14,948.6429,,2015-09-14,3114.7980
2015-09-15,12593.5100,,2015-09-15,953.5647,,2015-09-15,3005.1722
2015-09-16,12712.5191,,2015-09-16,962.1317,,2015-09-16,3152.2632
2015-09-17,12671.6034,,2015-09-17,973.2792,,2015-09-17,3086.0611
2015-09-18,12454.4414,,2015-09-18,958.2271,,2015-09-18,3097.9172
2015-09-21,12524.8782,,2015-09-21,960.5220,,2015-09-21,3156.5399
2015-09-22,12379.3336,,2015-09-22,956.9080,,2015-09-22,3185.6187
2015-09-23,12364.0541,,2015-09-23,959.2932,,2015-09-23,3115.8881
2015-09-24,12325.9522,,2015-09-24,932.3437,,2015-09-24,3142.6869
2015-09-25,12319.0522,,2015-09-25,948.9902,,2015-09-25,3092.3470
2015-09-28,11992.3320,,2015-09-28,933.9557,,2015-09-28,3100.7559
2015-09-29,11994.1169,,2015-09-29,900.3990,,2015-09-29,3038.1368
2015-09-30,12213.8868,,2015-09-30,922.3196,,2015-09-30,3052.7814
2015-10-08,12786.2872,,2015-10-08,960.4842,,2015-10-08,3143.3573
2015-10-09,12793.1411,,2015-10-09,976.0510,,2015-10-09,3183.1516
2015-10-12,12791.9069,,2015-10-12,972.9349,,2015-10-12,3287.6624
2015-10-13,12669.5322,,2015-10-13,961.1349,,2015-10-13,3293.2301
2015-10-14,12645.0770,,2015-10-14,947.8294,,2015-10-14,3262.4414
2015-10-15,12831.6772,,2015-10-15,964.8543,,2015-10-15,3338.0730
2015-10-16,12897.2366,,2015-10-16,976.5809,,2015-10-16,3391.3516
2015-10-19,12919.2319,,2015-10-19,964.6358,,2015-10-19,3386.7003
2015-10-20,12918.5403,,2015-10-20,969.6218,,2015-10-20,3425.3303
2015-10-21,12814.8179,,2015-10-21,982.2636,,2015-10-21,3320.6761
2015-10-22,13032.8227,,2015-10-22,976.4559,,2015-10-22,3368.7388
2015-10-23,13196.9164,,2015-10-23,993.2981,,2015-10-23,3412.4338
2015-10-26,13162.1418,,2015-10-26,993.5491,,2015-10-26,3429.5809
2015-10-27,13117.1620,,2015-10-27,986.3579,,2015-10-27,3434.3360
2015-10-28,13281.2478,,2015-10-28,997.2099,,2015-10-28,3375.1961
2015-10-29,13287.8118,,2015-10-29,997.9309,,2015-10-29,3387.3154
2015-10-30,13202.8963,,2015-10-30,1001.7292,,2015-10-30,3382.5612
2015-11-02,13287.9174,,2015-11-02,979.2820,,2015-11-02,3325.0846
2015-11-03,13357.0805,,2015-11-03,980.3657,,2015-11-03,3316.6954
2015-11-04,13316.6622,,2015-11-04,990.7859,,2015-11-04,3459.6396
2015-11-05,13309.5663,,2015-11-05,998.0295,,2015-11-05,3522.8185
2015-11-06,13321.3133,,2015-11-06,1004.7588,,2015-11-06,3590.0324
2015-11-09,13215.1959,,2015-11-09,1016.0993,,2015-11-09,3646.8811
2015-11-10,13240.1555,,2015-11-10,1015.7452,,2015-11-10,3640.4853
2015-11-11,13199.9050,,2015-11-11,1017.8086,,2015-11-11,3650.2494
2015-11-12,13018.0979,,2015-11-12,1020.4233,,2015-11-12,3632.9016
2015-11-13,12877.6611,,2015-11-13,1017.9615,,2015-11-13,3580.8388
2015-11-16,13089.0863,,2015-11-16,1009.5191,,2015-11-16,3606.9574
2015-11-17,13069.5046,,2015-11-17,1015.5121,,2015-11-17,3604.7951
2015-11-18,13292.4070,,2015-11-18,1015.9805,,2015-11-18,3568.4676
2015-11-19,13276.4381,,2015-11-19,1025.8585,,2015-11-19,3617.0620
2015-11-20,13324.7263,,2015-11-20,1031.6429,,2015-11-20,3630.4995
2015-11-23,13326.4244,,2015-11-23,1033.4519,,2015-11-23,3610.3195
2015-11-24,13347.0976,,2015-11-24,1035.8751,,2015-11-24,3616.1125
2015-11-25,13343.0749,,2015-11-25,1035.0116,,2015-11-25,3647.9300
2015-11-26,13347.0438,,2015-11-26,1039.1835,,2015-11-26,3635.5521
2015-11-27,13358.9381,,2015-11-27,1036.2913,,2015-11-27,3436.3030
2015-11-30,13306.7184,,2015-11-30,1028.9814,,2015-11-30,3445.4048
2015-12-01,13451.1549,,2015-12-01,1039.1239,,2015-12-01,3456.3085
2015-12-02,13300.1301,,2015-12-02,1037.3809,,2015-12-02,3536.9051
2015-12-03,13113.8787,,2015-12-03,1036.0373,,2015-12-03,3584.8237
2015-12-04,13355.6498,,2015-12-04,1015.4617,,2015-12-04,3524.9920
2015-12-07,13290.1324,,2015-12-07,1023.7326,,2015-12-07,3536.9272
2015-12-08,13223.0720,,2015-12-08,1013.4203,,2015-12-08,3470.0698
2015-12-09,13133.4347,,2015-12-09,1006.7438,,2015-12-09,3472.4394
2015-12-10,13182.7046,,2015-12-10,1005.5055,,2015-12-10,3455.4951
2015-12-11,12951.2108,,2015-12-11,1016.4270,,2015-12-11,3434.5813
2015-12-14,13040.5020,,2015-12-14,1007.2983,,2015-12-14,3520.6682
2015-12-15,13192.0506,,2015-12-15,989.9524,,2015-12-15,3510.3540
2015-12-16,13397.4222,,2015-12-16,1011.7407,,2015-12-16,3516.1867
2015-12-17,13222.6671,,2015-12-17,1023.8227,,2015-12-17,3579.9990
2015-12-18,12998.7718,,2015-12-18,1005.5789,,2015-12-18,3578.9640
2015-12-21,13087.5526,,2015-12-21,1010.2100,,2015-12-21,3642.4720
2015-12-22,13201.5152,,2015-12-22,1009.4375,,2015-12-22,3651.7670
2015-12-23,13362.3556,,2015-12-23,1010.2874,,2015-12-23,3636.0890
2015-12-24,13345.9407,,2015-12-24,1006.2818,,2015-12-24,3612.4850
2015-12-25,13337.2846,,2015-12-25,1010.7702,,2015-12-25,3627.9140
2015-12-28,13315.8375,,2015-12-28,1015.5561,,2015-12-28,3533.7790
2015-12-29,13481.0743,,2015-12-29,1023.4459,,2015-12-29,3563.7360
2015-12-30,13390.1747,,2015-12-30,1024.8130,,2015-12-30,3572.8760
2015-12-31,13272.5288,,2015-12-31,1025.4411,,2015-12-31,3539.1820
2016-01-04,13088.7305,,2016-01-04,996.2238,,2016-01-04,3296.2580
2016-01-05,13142.6974,,2016-01-05,1005.0578,,2016-01-05,3287.7110
2016-01-06,12999.1842,,2016-01-06,997.3937,,2016-01-06,3361.8400
2016-01-07,12755.6086,,2016-01-07,981.5745,,2016-01-07,3125.0020
2016-01-08,12615.4361,,2016-01-08,988.8204,,2016-01-08,3186.4120
2016-01-11,12624.2767,,2016-01-11,993.9705,,2016-01-11,3016.7040
2016-01-12,12723.1691,,2016-01-12,963.0564,,2016-01-12,3022.8610
2016-01-13,12405.9076,,2016-01-13,988.0538,,2016-01-13,2949.5970
2016-01-14,12610.3453,,2016-01-14,963.0277,,2016-01-14,3007.6490
2016-01-15,12341.9220,,2016-01-15,954.4253,,2016-01-15,2900.9698
2016-01-18,12333.0845,,2016-01-18,951.1905,,2016-01-18,2913.8367
2016-01-19,12340.7723,,2016-01-19,952.7311,,2016-01-19,3007.7393
2016-01-20,12193.1143,,2016-01-20,916.5816,,2016-01-20,2976.6940
2016-01-21,12257.7709,,2016-01-21,897.5592,,2016-01-21,2880.4820
2016-01-22,12503.9247,,2016-01-22,945.9129,,2016-01-22,2916.5620
2016-01-25,12305.5734,,2016-01-25,948.4749,,2016-01-25,2938.5150
2016-01-26,12477.9139,,2016-01-26,927.2270,,2016-01-26,2749.7850
2016-01-27,12339.5362,,2016-01-27,952.2714,,2016-01-27,2735.5580
2016-01-28,12406.8094,,2016-01-28,943.3635,,2016-01-28,2655.6610
2016-01-29,12711.6764,,2016-01-29,967.0978,,2016-01-29,2737.6000
2016-02-01,12710.5026,,2016-02-01,966.7233,,2016-02-01,2688.8540
2016-02-02,12466.7495,,2016-02-02,962.3531,,2016-02-02,2749.5700
2016-02-03,12531.0878,,2016-02-03,940.6708,,2016-02-03,2739.2470
2016-02-04,12530.6824,,2016-02-04,946.6106,,2016-02-04,2781.0230
2016-02-05,12279.3586,,2016-02-05,941.5102,,2016-02-05,2763.4920
2016-02-15,12143.0744,,2016-02-15,920.2889,,2016-02-15,2746.1960
2016-02-16,12345.9125,,2016-02-16,912.5177,,2016-02-16,2836.5710
2016-02-17,12569.9956,,2016-02-17,902.8942,,2016-02-17,2867.3380
2016-02-18,12495.0460,,2016-02-18,926.5056,,2016-02-18,2862.8930
2016-02-19,12501.2407,,2016-02-19,920.8107,,2016-02-19,2860.0210
2016-02-22,12677.8508,,2016-02-22,931.7020,,2016-02-22,2927.1750
2016-02-23,12540.7057,,2016-02-23,927.7122,,2016-02-23,2903.3310
2016-02-24,12601.9800,,2016-02-24,928.0815,,2016-02-24,2928.8960
2016-02-25,12748.1141,,2016-02-25,940.6913,,2016-02-25,2741.2450
2016-02-26,12728.1691,,2016-02-26,934.8807,,2016-02-26,2767.2100
2016-02-29,12646.8318,,2016-02-29,923.6222,,2016-02-29,2687.9790
2016-03-01,12935.4415,,2016-03-01,936.3054,,2016-03-01,2733.1700
2016-03-02,13009.2611,,2016-03-02,962.6252,,2016-03-02,2849.6810
2016-03-03,13039.2281,,2016-03-03,976.7526,,2016-03-03,2859.7580
2016-03-04,13056.7347,,2016-03-04,977.3970,,2016-03-04,2874.1470
2016-03-07,13034.0599,,2016-03-07,967.6826,,2016-03-07,2897.3400
2016-03-08,12873.3050,,2016-03-08,963.3528,,2016-03-08,2901.3870
2016-03-09,12951.2762,,2016-03-09,962.6348,,2016-03-09,2862.5560
2016-03-10,12957.4725,,2016-03-10,969.3640,,2016-03-10,2804.7260
2016-03-11,13125.0242,,2016-03-11,973.1381,,2016-03-11,2810.3070
2016-03-14,13110.0891,,2016-03-14,983.5301,,2016-03-14,2859.4990
2016-03-15,13119.4708,,2016-03-15,978.5829,,2016-03-15,2864.3680
2016-03-16,13211.7982,,2016-03-16,977.8641,,2016-03-16,2870.4300
2016-03-17,13255.8767,,2016-03-17,975.6710,,2016-03-17,2904.8320
2016-03-18,13246.0256,,2016-03-18,972.7986,,2016-03-18,2955.1500
2016-03-21,13299.2918,,2016-03-21,973.0829,,2016-03-21,3018.8020
2016-03-22,13317.7556,,2016-03-22,988.1851,,2016-03-22,2999.3630
2016-03-23,13225.5801,,2016-03-23,983.5577,,2016-03-23,3009.9600
2016-03-24,13264.1491,,2016-03-24,978.4544,,2016-03-24,2960.9700
2016-03-25,13279.0115,,2016-03-25,981.5177,,2016-03-25,2979.4340
2016-03-28,13288.0846,,2016-03-28,984.8151,,2016-03-28,2957.8200
2016-03-29,13369.8951,,2016-03-29,981.5032,,2016-03-29,2919.8320
2016-03-30,13382.8582,,2016-03-30,972.6332,,2016-03-30,3000.6450
2016-03-31,13308.3921,,2016-03-31,964.1263,,2016-03-31,3003.9150
2016-04-01,13387.0496,,2016-04-01,928.0329,,2016-04-01,3009.5300
2016-04-05,13224.6828,,2016-04-05,915.6973,,2016-04-05,3053.0650
2016-04-06,13382.4502,,2016-04-06,921.7844,,2016-04-06,3050.5920
2016-04-07,13212.5870,,2016-04-07,928.5161,,2016-04-07,3008.4200
2016-04-08,13254.7291,,2016-04-08,944.5922,,2016-04-08,2984.9580
2016-04-11,13201.2612,,2016-04-11,941.0985,,2016-04-11,3033.9570
2016-04-12,13322.0100,,2016-04-12,952.4620,,2016-04-12,3023.6460
2016-04-13,13450.5590,,2016-04-13,973.9618,,2016-04-13,3066.6380
2016-04-14,13515.3677,,2016-04-14,1002.3856,,2016-04-14,3082.3620
2016-04-15,13505.6023,,2016-04-15,998.9871,,2016-04-15,3078.1170
2016-04-18,13568.6006,,2016-04-18,975.0433,,2016-04-18,3033.6600
2016-04-19,13592.1760,,2016-04-19,1001.3461,,2016-04-19,3042.8230
2016-04-20,13577.0890,,2016-04-20,1000.0895,,2016-04-20,2972.5840
2016-04-21,13553.4178,,2016-04-21,1024.6793,,2016-04-21,2952.8910
2016-04-22,13573.9359,,2016-04-22,1042.4353,,2016-04-22,2959.2400
2016-04-25,13595.6885,,2016-04-25,1018.9085,,2016-04-25,2946.6700
2016-04-26,13571.3679,,2016-04-26,1013.7786,,2016-04-26,2964.7000
2016-04-27,13584.3241,,2016-04-27,1007.8800,,2016-04-27,2953.6710
2016-04-28,13483.2163,,2016-04-28,970.4808,,2016-04-28,2945.5890
2016-04-29,13339.5662,,2016-04-29,996.9631,,2016-04-29,2938.3240
2016-05-03,13322.1484,,2016-05-03,981.5831,,2016-05-03,2992.6430
2016-05-04,13320.5886,,2016-05-04,983.6499,,2016-05-04,2991.2720
2016-05-05,13355.3431,,2016-05-05,982.5358,,2016-05-05,2997.8420
2016-05-06,13412.9642,,2016-05-06,978.7087,,2016-05-06,2913.2480
2016-05-09,13403.1012,,2016-05-09,982.9022,,2016-05-09,2832.1130
2016-05-10,13597.1013,,2016-05-10,996.9097,,2016-05-10,2832.5910
2016-05-11,13462.1372,,2016-05-11,989.9990,,2016-05-11,2837.0370
2016-05-12,13408.2521,,2016-05-12,997.9980,,2016-05-12,2835.8620
2016-05-13,13353.3116,,2016-05-13,982.7139,,2016-05-13,2827.1090
2016-05-16,13504.1764,,2016-05-16,990.2070,,2016-05-16,2850.8620
2016-05-17,13347.8092,,2016-05-17,996.2538,,2016-05-17,2843.6840
2016-05-18,13353.8238,,2016-05-18,995.8851,,2016-05-18,2807.5140
2016-05-19,13368.5861,,2016-05-19,991.1255,,2016-05-19,2806.9060
2016-05-20,13444.7483,,2016-05-20,996.7835,,2016-05-20,2825.4830
2016-05-23,13405.4458,,2016-05-23,990.7488,,2016-05-23,2843.6450
2016-05-24,13591.5496,,2016-05-24,988.2757,,2016-05-24,2821.6660
2016-05-25,13733.3844,,2016-05-25,999.7770,,2016-05-25,2815.0863
2016-05-26,13701.0235,,2016-05-26,999.5883,,2016-05-26,2822.4430
2016-05-27,13746.7439,,2016-05-27,1005.1410,,2016-05-27,2821.0460
2016-05-30,13808.4563,,2016-05-30,1013.2430,,2016-05-30,2822.4510
2016-05-31,13795.8998,,2016-05-31,1022.3790,,2016-05-31,2916.6160
2016-06-01,13832.2754,,2016-06-01,1009.5950,,2016-06-01,2913.5080
2016-06-02,13829.0319,,2016-06-02,994.7468,,2016-06-02,2925.2290
2016-06-03,13810.8060,,2016-06-03,1005.7066,,2016-06-03,2938.6820
2016-06-06,13816.0027,,2016-06-06,1018.1133,,2016-06-06,2934.0980
2016-06-07,13859.3746,,2016-06-07,1018.8867,,2016-06-07,2936.0450
2016-06-08,13899.9438,,2016-06-08,1030.1701,,2016-06-08,2927.1590
2016-06-13,13681.2543,,2016-06-13,990.2577,,2016-06-13,2833.0710
2016-06-14,13653.7378,,2016-06-14,980.8950,,2016-06-14,2842.1890
2016-06-15,13672.1072,,2016-06-15,991.7580,,2016-06-15,2887.2100
2016-06-16,13660.4985,,2016-06-16,959.6485,,2016-06-16,2872.8170
2016-06-17,13627.5920,,2016-06-17,981.4214,,2016-06-17,2885.1050
2016-06-20,13688.6191,,2016-06-20,1002.7965,,2016-06-20,2888.8090
2016-06-21,13714.8818,,2016-06-21,1022.2596,,2016-06-21,2878.5580
2016-06-22,13750.4146,,2016-06-22,1011.3210,,2016-06-22,2905.5500
2016-06-23,13875.6365,,2016-06-23,1018.1445,,2016-06-23,2891.9600
2016-06-24,13401.2680,,2016-06-24,937.8655,,2016-06-24,2854.2860
2016-06-27,13278.5843,,2016-06-27,995.7416,,2016-06-27,2895.7030
2016-06-28,13545.6996,,2016-06-28,1000.6010,,2016-06-28,2912.5570
2016-06-29,13734.1749,,2016-06-29,1006.8314,,2016-06-29,2931.5920
2016-06-30,13917.9604,,2016-06-30,1004.5067,,2016-06-30,2929.6060
2016-07-01,13983.7763,,2016-07-01,1010.8456,,2016-07-01,2932.4760
2016-07-04,13978.7292,,2016-07-04,1022.4769,,2016-07-04,2988.6040
2016-07-05,13908.4899,,2016-07-05,1018.2871,,2016-07-05,3006.3920
2016-07-06,14038.1649,,2016-07-06,1015.3517,,2016-07-06,3017.2920
2016-07-07,14018.1678,,2016-07-07,1010.3705,,2016-07-07,3016.8470
2016-07-08,14239.0205,,2016-07-08,1002.2726,,2016-07-08,2988.0940
2016-07-11,14285.4186,,2016-07-11,1042.2802,,2016-07-11,2994.9170
2016-07-12,14408.5773,,2016-07-12,1051.3357,,2016-07-12,3049.3810
2016-07-13,14397.8195,,2016-07-13,1036.8962,,2016-07-13,3060.6890
2016-07-14,14463.8033,,2016-07-14,1052.2527,,2016-07-14,3054.0180
2016-07-15,14441.5041,,2016-07-15,1047.2010,,2016-07-15,3054.2960
2016-07-18,14509.7121,,2016-07-18,1047.0196,,2016-07-18,3043.5640
2016-07-19,14491.0510,,2016-07-19,1055.6757,,2016-07-19,3036.5980
2016-07-20,14547.4997,,2016-07-20,1054.0119,,2016-07-20,3027.9000
2016-07-21,14478.9248,,2016-07-21,1048.5543,,2016-07-21,3039.0090
2016-07-22,14500.7075,,2016-07-22,1047.7495,,2016-07-22,3012.8160
2016-07-25,14498.4573,,2016-07-25,1044.6517,,2016-07-25,3015.8280
2016-07-26,14485.3502,,2016-07-26,1036.8007,,2016-07-26,3050.1660
2016-07-27,14444.8055,,2016-07-27,1059.6326,,2016-07-27,2991.9990
2016-07-28,14451.9486,,2016-07-28,1044.5657,,2016-07-28,2994.3230
2016-07-29,14456.8310,,2016-07-29,1053.0434,,2016-07-29,2979.3390
2016-08-01,14387.6763,,2016-08-01,1076.6005,,2016-08-01,2953.3850
2016-08-02,14333.6801,,2016-08-02,1064.2149,,2016-08-02,2971.2790
2016-08-03,14323.2079,,2016-08-03,1053.0255,,2016-08-03,2978.4610
2016-08-04,14380.1427,,2016-08-04,1066.2070,,2016-08-04,2982.4260
2016-08-05,14495.5665,,2016-08-05,1066.2919,,2016-08-05,2976.6960
2016-08-08,14527.9987,,2016-08-08,1085.9002,,2016-08-08,3004.2770
2016-08-09,14529.0794,,2016-08-09,1090.6787,,2016-08-09,3025.6810
2016-08-10,14473.5350,,2016-08-10,1093.6736,,2016-08-10,3018.7460
2016-08-11,14481.9516,,2016-08-11,1096.3679,,2016-08-11,3002.6380
2016-08-12,14533.3239,,2016-08-12,1104.1940,,2016-08-12,3050.6670
2016-08-15,14549.1665,,2016-08-15,1106.1539,,2016-08-15,3125.1950
2016-08-16,14442.2236,,2016-08-16,1087.4365,,2016-08-16,3110.0370
2016-08-17,14414.8724,,2016-08-17,1101.8631,,2016-08-17,3109.5550
2016-08-18,14494.0376,,2016-08-18,1094.6876,,2016-08-18,3104.1140
2016-08-19,14459.6217,,2016-08-19,1093.5794,,2016-08-19,3108.1020
2016-08-22,14547.7321,,2016-08-22,1099.9455,,2016-08-22,3084.8050
2016-08-23,14561.6923,,2016-08-23,1095.4907,,2016-08-23,3089.7060
2016-08-24,14449.2725,,2016-08-24,1098.8408,,2016-08-24,3085.8800
2016-08-25,14469.0847,,2016-08-25,1097.1959,,2016-08-25,3068.3290
2016-08-26,14421.5132,,2016-08-26,1082.0646,,2016-08-26,3070.3090
2016-08-29,14577.1485,,2016-08-29,1097.5609,,2016-08-29,3070.0270
2016-08-30,14539.0929,,2016-08-30,1096.4644,,2016-08-30,3074.6770
2016-08-31,14525.3923,,2016-08-31,1098.2721,,2016-08-31,3085.4910
2016-09-01,14497.8714,,2016-09-01,1094.7942,,2016-09-01,3063.3050
2016-09-02,14546.3525,,2016-09-02,1094.1437,,2016-09-02,3067.3520
2016-09-05,14578.1803,,2016-09-05,1096.2863,,2016-09-05,3072.0950
2016-09-06,14578.5740,,2016-09-06,1100.9336,,2016-09-06,3090.7130
2016-09-07,14549.9879,,2016-09-07,1112.3414,,2016-09-07,3091.9280
2016-09-08,14531.8206,,2016-09-08,1110.5451,,2016-09-08,3095.9540
2016-09-09,14189.0882,,2016-09-09,1105.8452,,2016-09-09,3078.8550
2016-09-12,14445.7048,,2016-09-12,1089.0918,,2016-09-12,3021.9770
2016-09-13,14192.7537,,2016-09-13,1096.5718,,2016-09-13,3023.5100
2016-09-14,14220.3384,,2016-09-14,1084.5610,,2016-09-14,3002.8490
2016-09-19,14286.3268,,2016-09-19,1078.4784,,2016-09-19,3026.0510
2016-09-20,14249.7317,,2016-09-20,1078.5866,,2016-09-20,3023.0000
2016-09-21,14436.2303,,2016-09-21,1103.6892,,2016-09-21,3025.8740
2016-09-22,14481.0773,,2016-09-22,1115.3705,,2016-09-22,3042.3130
2016-09-23,14431.9882,,2016-09-23,1107.6753,,2016-09-23,3033.8960
2016-09-26,14323.9298,,2016-09-26,1094.5054,,2016-09-26,2980.4300
2016-09-27,14395.0695,,2016-09-27,1107.8130,,2016-09-27,2998.1720
2016-09-28,14478.9123,,2016-09-28,1093.6483,,2016-09-28,2987.8580
2016-09-29,14348.0371,,2016-09-29,1102.7364,,2016-09-29,2998.4830
2016-09-30,14479.2734,,2016-09-30,1085.8868,,2016-09-30,3004.7030
2016-10-10,14498.2529,,2016-10-10,1095.2989,,2016-10-10,3048.1430
2016-10-11,14337.0310,,2016-10-11,1102.1830,,2016-10-11,3065.2500
2016-10-12,14387.6968,,2016-10-12,1096.2166,,2016-10-12,3058.4980
2016-10-13,14351.2085,,2016-10-13,1082.2907,,2016-10-13,3061.3460
2016-10-14,14324.4538,,2016-10-14,1092.0905,,2016-10-14,3063.8090
2016-10-17,14328.1444,,2016-10-17,1093.8265,,2016-10-17,3041.1660
2016-10-18,14400.1499,,2016-10-18,1099.9883,,2016-10-18,3083.8750
2016-10-19,14436.6469,,2016-10-19,1102.4813,,2016-10-19,3084.7190
2016-10-20,14413.5737,,2016-10-20,1121.4795,,2016-10-20,3084.4580
2016-10-21,14465.2487,,2016-10-21,1115.0221,,2016-10-21,3090.9410
2016-10-24,14562.3528,,2016-10-24,1122.5984,,2016-10-24,3128.2470
2016-10-25,14518.6231,,2016-10-25,1127.3868,,2016-10-25,3131.9390
2016-10-26,14485.0108,,2016-10-26,1130.9218,,2016-10-26,3116.3120
2016-10-27,14448.3597,,2016-10-27,1122.5505,,2016-10-27,3112.3500
2016-10-28,14429.3930,,2016-10-28,1125.6075,,2016-10-28,3104.2700
2016-10-31,14381.4912,,2016-10-31,1126.1965,,2016-10-31,3100.4920
2016-11-01,14303.5242,,2016-11-01,1127.1279,,2016-11-01,3122.4360
2016-11-02,14174.1022,,2016-11-02,1112.7433,,2016-11-02,3102.7330
2016-11-03,14096.5752,,2016-11-03,1118.5519,,2016-11-03,3128.9360
2016-11-04,14077.8843,,2016-11-04,1107.8082,,2016-11-04,3125.3170
2016-11-07,14435.7192,,2016-11-07,1117.6180,,2016-11-07,3133.3330
2016-11-08,14509.8541,,2016-11-08,1114.4226,,2016-11-08,3147.8880
2016-11-09,14673.8252,,2016-11-09,1049.8495,,2016-11-09,3128.3700
2016-11-10,14713.9380,,2016-11-10,1114.2923,,2016-11-10,3171.2820
2016-11-11,14743.1512,,2016-11-11,1107.0869,,2016-11-11,3196.0440
2016-11-14,14779.5382,,2016-11-14,1128.1317,,2016-11-14,3210.3710
2016-11-15,14934.5813,,2016-11-15,1120.5847,,2016-11-15,3206.9860
2016-11-16,14932.0668,,2016-11-16,1123.6223,,2016-11-16,3205.0570
2016-11-17,15023.7647,,2016-11-17,1129.0254,,2016-11-17,3208.4530
